user_id,event_date,event_type
U0104,2026-06-10,login
U0104,2026-06-04,login
U0104,2026-06-02,created_report
U0104,2026-06-04,created_report
U0104,2026-06-15,created_report
U0105,2026-06-26,login
U0105,2026-06-18,login
U0105,2026-06-09,login
U0105,2026-06-09,login
U0105,2026-06-13,login
U0105,2026-06-19,viewed_dashboard
U0107,2026-06-02,login
U0107,2026-06-09,login
U0107,2026-06-26,created_report
U0107,2026-06-03,created_report
U0107,2026-06-13,viewed_dashboard
U0108,2026-06-11,login
U0108,2026-06-13,created_report
U0109,2026-06-09,login
U0109,2026-06-21,created_report
U0109,2026-06-23,created_report
U0109,2026-06-24,created_report
U0111,2026-06-14,login
U0111,2026-06-23,created_report
U0111,2026-06-25,created_report
U0111,2026-06-17,created_report
U0111,2026-06-17,viewed_dashboard
U0112,2026-06-11,login
U0112,2026-06-02,login
U0112,2026-06-09,created_report
U0112,2026-06-12,created_report
U0113,2026-06-05,login
U0113,2026-06-16,login
U0113,2026-06-01,login
U0113,2026-06-13,login
U0115,2026-06-14,login
U0115,2026-06-01,login
U0116,2026-06-06,login
U0116,2026-06-05,login
U0116,2026-06-13,login
U0116,2026-06-18,login
U0116,2026-06-25,created_report
U0116,2026-06-26,created_report
U0116,2026-06-02,created_report
U0116,2026-06-27,viewed_dashboard
U0117,2026-06-16,login
U0117,2026-06-09,viewed_dashboard
U0118,2026-06-11,login
U0118,2026-06-11,login
U0118,2026-06-12,login
U0118,2026-06-23,login
U0118,2026-06-20,login
U0118,2026-06-21,viewed_dashboard
U0119,2026-06-22,login
U0119,2026-06-21,login
U0119,2026-06-18,login
U0119,2026-06-09,login
U0119,2026-06-15,login
U0119,2026-06-09,created_report
U0119,2026-06-12,created_report
U0119,2026-06-26,viewed_dashboard
U0120,2026-06-17,login
U0120,2026-06-13,login
U0120,2026-06-25,login
U0120,2026-06-22,created_report
U0120,2026-06-03,viewed_dashboard
U0121,2026-06-12,login
U0121,2026-06-10,login
U0121,2026-06-28,viewed_dashboard
U0122,2026-06-01,login
U0122,2026-06-03,login
U0122,2026-06-27,login
U0122,2026-06-15,login
U0122,2026-06-10,login
U0123,2026-06-25,login
U0123,2026-06-23,login
U0123,2026-06-07,login
U0123,2026-06-03,login
U0123,2026-06-06,login
U0123,2026-06-13,created_report
U0123,2026-06-15,viewed_dashboard
U0124,2026-06-18,login
U0124,2026-06-21,created_report
U0124,2026-06-16,created_report
U0124,2026-06-03,created_report
U0124,2026-06-12,viewed_dashboard
U0126,2026-06-27,login
U0126,2026-06-20,login
U0126,2026-06-14,login
U0126,2026-06-22,login
U0126,2026-06-06,login
U0126,2026-06-08,created_report
U0126,2026-06-01,created_report
U0126,2026-06-04,created_report
U0126,2026-06-20,viewed_dashboard
U0127,2026-06-17,login
U0127,2026-06-28,login
U0127,2026-06-26,login
U0127,2026-06-21,created_report
U0127,2026-06-03,created_report
U0127,2026-06-23,viewed_dashboard
U0128,2026-06-23,login
U0128,2026-06-05,login
U0128,2026-06-06,login
U0128,2026-06-11,viewed_dashboard
U0129,2026-06-05,login
U0129,2026-06-27,login
U0129,2026-06-26,created_report
U0129,2026-06-10,created_report
U0131,2026-06-14,login
U0131,2026-06-11,login
U0134,2026-06-15,login
U0134,2026-06-01,viewed_dashboard
U0135,2026-06-03,login
U0135,2026-06-12,login
U0135,2026-06-28,login
U0135,2026-06-13,login
U0135,2026-06-22,login
U0135,2026-06-24,viewed_dashboard
U0137,2026-06-28,login
U0137,2026-06-08,login
U0137,2026-06-13,login
U0138,2026-06-04,login
U0138,2026-06-09,login
U0138,2026-06-17,login
U0138,2026-06-13,login
U0138,2026-06-04,created_report
U0138,2026-06-05,created_report
U0138,2026-06-07,created_report
U0138,2026-06-07,viewed_dashboard
U0142,2026-06-03,login
U0142,2026-06-10,viewed_dashboard
U0143,2026-06-05,login
U0143,2026-06-27,viewed_dashboard
U0144,2026-06-19,login
U0144,2026-06-16,login
U0144,2026-06-13,login
U0144,2026-06-11,created_report
U0144,2026-06-12,created_report
U0145,2026-06-15,login
U0145,2026-06-04,login
U0145,2026-06-26,login
U0145,2026-06-25,login
U0145,2026-06-23,created_report
U0146,2026-06-18,login
U0146,2026-06-28,login
U0146,2026-06-24,login
U0146,2026-06-20,login
U0146,2026-06-10,login
U0146,2026-06-16,created_report
U0146,2026-06-23,created_report
U0146,2026-06-20,viewed_dashboard
U0147,2026-06-16,login
U0148,2026-06-22,login
U0148,2026-06-20,login
U0148,2026-06-13,login
U0148,2026-06-25,login
U0148,2026-06-13,login
U0148,2026-06-05,created_report
U0148,2026-06-09,created_report
U0148,2026-06-10,created_report
U0149,2026-06-05,login
U0149,2026-06-05,created_report
U0149,2026-06-20,created_report
U0149,2026-06-10,created_report
U0150,2026-06-19,login
U0150,2026-06-10,login
U0150,2026-06-22,login
U0150,2026-06-02,login
U0150,2026-06-17,login
U0150,2026-06-06,created_report
U0150,2026-06-16,viewed_dashboard
U0151,2026-06-23,login
U0151,2026-06-24,login
U0151,2026-06-16,login
U0151,2026-06-01,login
U0151,2026-06-08,created_report
U0151,2026-06-03,created_report
U0151,2026-06-02,created_report
U0152,2026-06-28,login
U0152,2026-06-05,created_report
U0152,2026-06-21,created_report
U0154,2026-06-25,login
U0154,2026-06-19,login
U0154,2026-06-25,login
U0154,2026-06-16,login
U0154,2026-06-08,login
U0155,2026-06-17,login
U0155,2026-06-10,login
U0155,2026-06-13,login
U0155,2026-06-28,login
U0155,2026-06-14,login
U0156,2026-06-04,login
U0156,2026-06-20,login
U0156,2026-06-16,viewed_dashboard
U0157,2026-06-15,login
U0157,2026-06-05,login
U0157,2026-06-27,login
U0157,2026-06-15,login
U0157,2026-06-13,viewed_dashboard
U0158,2026-06-26,login
U0159,2026-06-20,login
U0159,2026-06-27,login
U0159,2026-06-02,login
U0159,2026-06-09,login
U0160,2026-06-21,login
U0160,2026-06-22,login
U0160,2026-06-22,login
U0160,2026-06-26,login
U0160,2026-06-11,created_report
U0161,2026-06-24,login
U0161,2026-06-05,login
U0161,2026-06-17,login
U0161,2026-06-09,viewed_dashboard
U0162,2026-06-21,login
U0162,2026-06-25,login
U0162,2026-06-14,login
U0162,2026-06-23,login
U0162,2026-06-17,created_report
U0163,2026-06-06,login
U0163,2026-06-08,created_report
U0163,2026-06-26,created_report
U0165,2026-06-23,login
U0165,2026-06-15,login
U0165,2026-06-08,login
U0165,2026-06-18,viewed_dashboard
U0169,2026-06-10,login
U0169,2026-06-12,created_report
U0169,2026-06-23,created_report
U0169,2026-06-19,viewed_dashboard
U0172,2026-06-03,login
U0172,2026-06-05,login
U0172,2026-06-23,login
U0172,2026-06-04,login
U0172,2026-06-27,created_report
U0172,2026-06-19,created_report
U0172,2026-06-28,created_report
U0172,2026-06-17,viewed_dashboard
U0173,2026-06-06,login
U0173,2026-06-19,login
U0173,2026-06-08,created_report
U0173,2026-06-27,created_report
U0174,2026-06-15,login
U0174,2026-06-06,login
U0174,2026-06-04,viewed_dashboard
U0175,2026-06-04,login
U0175,2026-06-08,login
U0175,2026-06-11,login
U0175,2026-06-08,login
U0175,2026-06-23,viewed_dashboard
U0176,2026-06-12,login
U0176,2026-06-09,login
U0176,2026-06-15,login
U0176,2026-06-06,login
U0176,2026-06-04,login
U0176,2026-06-09,created_report
U0177,2026-06-17,login
U0177,2026-06-19,login
U0177,2026-06-15,login
U0177,2026-06-17,login
U0177,2026-06-15,viewed_dashboard
U0178,2026-06-15,login
U0178,2026-06-24,login
U0178,2026-06-07,login
U0178,2026-06-09,login
U0178,2026-06-27,created_report
U0178,2026-06-20,created_report
U0178,2026-06-22,created_report
U0179,2026-06-12,login
U0179,2026-06-09,login
U0179,2026-06-21,login
U0179,2026-06-18,login
U0180,2026-06-28,login
U0180,2026-06-16,login
U0180,2026-06-02,login
U0181,2026-06-25,login
U0181,2026-06-10,viewed_dashboard
U0182,2026-06-23,login
U0182,2026-06-03,login
U0182,2026-06-04,login
U0182,2026-06-12,created_report
U0182,2026-06-12,created_report
U0182,2026-06-12,created_report
U0183,2026-06-19,login
U0183,2026-06-16,login
U0183,2026-06-07,login
U0185,2026-06-01,login
U0185,2026-06-17,login
U0185,2026-06-22,login
U0185,2026-06-07,login
U0185,2026-06-11,login
U0185,2026-06-11,created_report
U0185,2026-06-13,created_report
U0185,2026-06-12,created_report
U0186,2026-06-05,login
U0186,2026-06-11,login
U0186,2026-06-12,login
U0186,2026-06-18,login
U0186,2026-06-21,created_report
U0186,2026-06-11,created_report
U0188,2026-06-06,login
U0188,2026-06-24,login
U0188,2026-06-01,created_report
U0188,2026-06-21,created_report
U0188,2026-06-09,viewed_dashboard
U0189,2026-06-06,login
U0189,2026-06-17,login
U0189,2026-06-09,login
U0189,2026-06-09,login
U0189,2026-06-18,created_report
U0189,2026-06-07,created_report
U0189,2026-06-02,viewed_dashboard
U0190,2026-06-17,login
U0190,2026-06-28,login
U0190,2026-06-27,login
U0190,2026-06-12,viewed_dashboard
U0191,2026-06-24,login
U0191,2026-06-28,created_report
U0191,2026-06-03,created_report
U0191,2026-06-09,created_report
U0192,2026-06-26,login
U0192,2026-06-25,login
U0192,2026-06-05,login
U0192,2026-06-01,created_report
U0192,2026-06-19,created_report
U0193,2026-06-11,login
U0194,2026-06-18,login
U0194,2026-06-22,login
U0194,2026-06-17,login
U0194,2026-06-20,login
U0194,2026-06-25,viewed_dashboard
U0197,2026-06-06,login
U0197,2026-06-01,login
U0197,2026-06-01,login
U0198,2026-06-10,login
U0198,2026-06-23,login
U0198,2026-06-27,login
U0198,2026-06-25,login
U0198,2026-06-05,login
U0198,2026-06-16,created_report
U0198,2026-06-08,created_report
U0198,2026-06-01,created_report
U0199,2026-06-03,login
U0199,2026-06-28,login
U0199,2026-06-13,login
U0199,2026-06-10,login
U0199,2026-06-06,login
U0199,2026-06-17,viewed_dashboard
U0201,2026-06-03,login
U0201,2026-06-23,created_report
U0201,2026-06-01,created_report
U0202,2026-06-03,login
U0202,2026-06-28,login
U0202,2026-06-15,login
U0202,2026-06-01,created_report
U0202,2026-06-11,created_report
U0202,2026-06-21,created_report
U0203,2026-06-24,login
U0203,2026-06-02,login
U0203,2026-06-22,login
U0203,2026-06-07,login
U0203,2026-06-09,login
U0203,2026-06-25,created_report
U0203,2026-06-01,created_report
U0203,2026-06-19,created_report
U0203,2026-06-13,viewed_dashboard
U0204,2026-06-07,login
U0204,2026-06-03,login
U0204,2026-06-27,created_report
U0204,2026-06-14,viewed_dashboard
U0206,2026-06-07,login
U0206,2026-06-08,viewed_dashboard
U0207,2026-06-18,login
U0207,2026-06-14,created_report
U0207,2026-06-17,created_report
U0207,2026-06-04,created_report
U0207,2026-06-20,viewed_dashboard
U0208,2026-06-06,login
U0208,2026-06-19,login
U0208,2026-06-02,login
U0208,2026-06-12,created_report
U0208,2026-06-04,created_report
U0208,2026-06-22,viewed_dashboard
U0209,2026-06-16,login
U0209,2026-06-09,created_report
U0209,2026-06-10,created_report
U0209,2026-06-21,viewed_dashboard
U0210,2026-06-26,login
U0210,2026-06-18,login
U0210,2026-06-09,created_report
U0210,2026-06-22,viewed_dashboard
U0211,2026-06-02,login
U0211,2026-06-22,viewed_dashboard
U0212,2026-06-21,login
U0212,2026-06-27,login
U0212,2026-06-20,login
U0212,2026-06-14,login
U0212,2026-06-11,login
U0212,2026-06-19,created_report
U0212,2026-06-09,created_report
U0212,2026-06-24,created_report
U0213,2026-06-01,login
U0213,2026-06-19,login
U0213,2026-06-05,login
U0213,2026-06-22,login
U0213,2026-06-12,login
U0214,2026-06-12,login
U0214,2026-06-24,login
U0215,2026-06-23,login
U0215,2026-06-19,created_report
U0215,2026-06-14,created_report
U0215,2026-06-20,created_report
U0217,2026-06-03,login
U0217,2026-06-08,login
U0217,2026-06-17,login
U0217,2026-06-09,login
U0217,2026-06-08,created_report
U0217,2026-06-22,created_report
U0217,2026-06-14,viewed_dashboard
U0218,2026-06-11,login
U0218,2026-06-15,login
U0218,2026-06-25,login
U0218,2026-06-04,login
U0219,2026-06-09,login
U0219,2026-06-17,login
U0219,2026-06-03,login
U0219,2026-06-06,login
U0220,2026-06-15,login
U0220,2026-06-25,created_report
U0222,2026-06-26,login
U0222,2026-06-07,login
U0222,2026-06-24,login
U0222,2026-06-05,viewed_dashboard
U0223,2026-06-17,login
U0223,2026-06-21,created_report
U0223,2026-06-14,created_report
U0223,2026-06-24,created_report
U0223,2026-06-11,viewed_dashboard
U0224,2026-06-05,login
U0224,2026-06-17,login
U0224,2026-06-15,login
U0224,2026-06-15,created_report
U0224,2026-06-09,created_report
U0224,2026-06-24,viewed_dashboard
U0225,2026-06-07,login
U0225,2026-06-01,login
U0225,2026-06-14,login
U0225,2026-06-20,login
U0225,2026-06-02,created_report
U0226,2026-06-07,login
U0226,2026-06-20,created_report
U0226,2026-06-24,created_report
U0226,2026-06-25,created_report
U0227,2026-06-14,login
U0227,2026-06-23,created_report
U0227,2026-06-21,viewed_dashboard
U0228,2026-06-03,login
U0228,2026-06-08,login
U0228,2026-06-06,login
U0228,2026-06-10,login
U0228,2026-06-22,login
U0228,2026-06-07,created_report
U0229,2026-06-13,login
U0229,2026-06-17,login
U0229,2026-06-22,login
U0229,2026-06-06,login
U0229,2026-06-16,login
U0229,2026-06-10,created_report
U0229,2026-06-11,created_report
U0229,2026-06-17,viewed_dashboard
U0230,2026-06-25,login
U0230,2026-06-26,login
U0230,2026-06-21,login
U0230,2026-06-20,login
U0230,2026-06-28,created_report
U0230,2026-06-20,created_report
U0230,2026-06-03,created_report
U0232,2026-06-04,login
U0232,2026-06-01,login
U0232,2026-06-10,login
U0232,2026-06-20,login
U0232,2026-06-12,login
U0232,2026-06-26,created_report
U0232,2026-06-09,created_report
U0232,2026-06-09,created_report
U0232,2026-06-20,viewed_dashboard
U0233,2026-06-20,login
U0233,2026-06-18,viewed_dashboard
U0234,2026-06-18,login
U0234,2026-06-09,login
U0234,2026-06-14,login
U0234,2026-06-18,login
U0234,2026-06-09,created_report
U0235,2026-06-12,login
U0235,2026-06-16,viewed_dashboard
U0236,2026-06-01,login
U0236,2026-06-07,created_report
U0236,2026-06-13,created_report
U0236,2026-06-20,viewed_dashboard
U0237,2026-06-17,login
U0238,2026-06-05,login
U0238,2026-06-27,login
U0238,2026-06-17,created_report
U0238,2026-06-25,created_report
U0238,2026-06-19,created_report
U0240,2026-06-23,login
U0240,2026-06-25,login
U0240,2026-06-19,login
U0240,2026-06-15,created_report
U0241,2026-06-08,login
U0241,2026-06-21,login
U0241,2026-06-01,viewed_dashboard
U0243,2026-06-15,login
U0243,2026-06-08,login
U0243,2026-06-06,login
U0243,2026-06-01,login
U0243,2026-06-02,login
U0243,2026-06-14,viewed_dashboard
U0244,2026-06-28,login
U0244,2026-06-18,login
U0244,2026-06-15,login
U0244,2026-06-01,login
U0244,2026-06-17,login
U0244,2026-06-27,created_report
U0244,2026-06-07,viewed_dashboard
U0245,2026-06-21,login
U0245,2026-06-26,login
U0246,2026-06-23,login
U0246,2026-06-17,created_report
U0246,2026-06-23,created_report
U0246,2026-06-11,created_report
U0246,2026-06-23,viewed_dashboard
U0247,2026-06-23,login
U0247,2026-06-06,login
U0247,2026-06-17,login
U0247,2026-06-19,login
U0247,2026-06-01,created_report
U0247,2026-06-16,viewed_dashboard
U0248,2026-06-09,login
U0248,2026-06-25,viewed_dashboard
U0249,2026-06-06,login
U0249,2026-06-26,login
U0249,2026-06-11,viewed_dashboard
U0250,2026-06-21,login
U0250,2026-06-12,created_report
U0250,2026-06-16,created_report
U0251,2026-06-20,login
U0251,2026-06-05,login
U0251,2026-06-08,viewed_dashboard
U0252,2026-06-02,login
U0252,2026-06-09,created_report
U0252,2026-06-17,created_report
U0252,2026-06-27,created_report
U0252,2026-06-14,viewed_dashboard
U0254,2026-06-14,login
U0254,2026-06-08,login
U0254,2026-06-03,login
U0254,2026-06-14,login
U0254,2026-06-08,login
U0255,2026-06-13,login
U0255,2026-06-10,login
U0255,2026-06-27,created_report
U0255,2026-06-04,created_report
U0255,2026-06-09,viewed_dashboard
U0257,2026-06-25,login
U0257,2026-06-09,login
U0257,2026-06-16,created_report
U0257,2026-06-15,created_report
U0257,2026-06-26,created_report
U0258,2026-06-10,login
U0258,2026-06-03,viewed_dashboard
U0259,2026-06-26,login
U0259,2026-06-01,login
U0259,2026-06-01,created_report
U0259,2026-06-19,created_report
U0260,2026-06-11,login
U0260,2026-06-09,login
U0260,2026-06-22,created_report
U0260,2026-06-13,created_report
U0260,2026-06-27,viewed_dashboard
U0261,2026-06-24,login
U0261,2026-06-04,login
U0262,2026-06-14,login
U0262,2026-06-15,login
U0262,2026-06-17,login
U0262,2026-06-18,login
U0262,2026-06-13,created_report
U0262,2026-06-25,created_report
U0266,2026-06-17,login
U0266,2026-06-03,login
U0266,2026-06-08,login
U0266,2026-06-07,created_report
U0266,2026-06-07,created_report
U0266,2026-06-14,created_report
U0268,2026-06-21,login
U0269,2026-06-14,login
U0269,2026-06-27,created_report
U0269,2026-06-26,created_report
U0269,2026-06-26,viewed_dashboard
