order_id,customer_id,revenue
O00120,C0030,79.68
O00121,C0030,34.64
O00122,C0031,42.69
O00123,C0031,38.56
O00124,C0031,95.1
O00125,C0031,69.72
O00126,C0031,163.72
O00127,C0031,20.4
O00128,C0031,36.02
O00129,C0032,127.16
O00130,C0032,50.86
O00131,C0033,62.17
O00132,C0033,78.74
O00133,C0033,59.64
O00134,C0033,28.65
O00135,C0034,73.04
O00136,C0034,62.73
O00137,C0034,113.86
O00138,C0034,85.45
O00139,C0034,129.52
O00140,C0035,56.85
O00141,C0035,47.85
O00142,C0035,6.71
O00143,C0035,71.89
O00144,C0036,49.76
O00145,C0036,66.29
O00146,C0036,74.79
O00147,C0037,47.84
O00148,C0037,37.82
O00149,C0038,68.37
O00150,C0038,79.39
O00151,C0038,74.05
O00152,C0039,56.14
O00153,C0039,44.71
O00154,C0040,58.25
O00155,C0040,77.83
O00156,C0040,26.87
O00157,C0040,81.3
O00158,C0041,14.07
O00159,C0041,75.49
O00160,C0042,34.21
O00161,C0042,45.62
O00162,C0042,37.16
O00163,C0042,27.5
O00164,C0043,87.42
O00165,C0043,116.89
O00166,C0043,73.65
O00167,C0043,72.67
O00168,C0043,47.23
O00169,C0043,48.88
O00170,C0043,64.13
O00171,C0044,37.82
O00172,C0044,20.19
O00173,C0045,51.12
O00174,C0045,75.95
O00175,C0045,52.16
O00176,C0045,49.74
O00177,C0045,55.43
O00178,C0046,51.11
O00179,C0046,91.55
O00180,C0046,97.84
O00181,C0047,54.68
O00182,C0048,69.75
O00183,C0048,50.28
O00184,C0048,43.36
O00185,C0048,72.6
O00186,C0048,84.4
O00187,C0048,36.18
O00188,C0049,47.61
O00189,C0049,63.37
O00190,C0049,62.6
O00191,C0050,121.61
O00192,C0050,34.13
O00193,C0050,30.19
O00194,C0050,60.23
O00195,C0051,112.86
O00196,C0051,93.6
O00197,C0051,34.87
O00198,C0052,54.26
O00199,C0052,64.13
O00200,C0052,12.09
O00201,C0053,28.04
O00202,C0053,30.95
O00203,C0053,23.69
O00204,C0054,34.11
O00205,C0054,55.77
O00206,C0054,29.38
O00207,C0055,86.02
O00208,C0055,74.77
O00209,C0055,70.58
O00210,C0056,77.43
O00211,C0056,23.64
O00212,C0056,29.6
O00213,C0056,36.07
O00214,C0056,53.42
O00215,C0056,36.35
O00216,C0056,53.02
O00217,C0056,59.64
O00218,C0057,48.96
O00219,C0057,37.67
O00220,C0057,72.36
O00221,C0058,51.06
O00222,C0058,55.18
O00223,C0059,31.43
O00224,C0060,85.49
O00225,C0060,34.09
O00226,C0060,96.88
O00227,C0061,42.6
O00228,C0061,58.55
O00229,C0062,87.46
O00230,C0062,55.07
O00231,C0063,64.22
O00232,C0063,39.73
O00233,C0064,42.86
O00234,C0064,21.41
O00235,C0064,70.37
O00236,C0065,67.17
O00237,C0065,58.79
O00238,C0065,47.37
O00239,C0065,47.26
O00240,C0066,60.72
O00241,C0066,53.12
O00242,C0066,47.26
O00243,C0066,62.08
O00244,C0067,38.79
O00245,C0067,26.03
O00246,C0067,68.96
O00247,C0067,37.75
O00248,C0067,46.75
O00249,C0067,89.66
O00250,C0068,61.0
O00251,C0068,81.98
O00252,C0068,21.73
O00253,C0068,58.79
O00254,C0069,32.54
O00255,C0069,26.15
O00256,C0069,87.63
O00257,C0069,39.95
O00258,C0069,41.48
O00259,C0070,51.35
O00260,C0070,60.45
O00261,C0070,9.43
O00262,C0070,100.89
O00263,C0070,71.89
O00264,C0070,40.52
O00265,C0071,53.69
O00266,C0071,64.12
O00267,C0071,27.73
O00268,C0071,40.49
O00269,C0071,80.86
O00270,C0071,79.96
O00271,C0072,105.13
O00272,C0072,79.08
O00273,C0072,53.06
O00274,C0072,75.59
O00275,C0073,50.76
O00276,C0073,57.4
O00277,C0073,55.89
O00278,C0073,99.45
O00279,C0074,45.29
O00280,C0074,83.76
O00281,C0074,30.8
O00282,C0075,58.01
O00283,C0075,62.73
O00284,C0075,39.77
O00285,C0075,19.57
O00286,C0075,106.19
O00287,C0075,96.16
O00288,C0075,43.26
O00289,C0075,23.72
O00290,C0075,39.69
O00291,C0076,77.28
O00292,C0076,15.96
O00293,C0076,27.75
O00294,C0076,57.48
O00295,C0076,19.46
O00296,C0077,82.22
O00297,C0077,54.4
O00298,C0077,114.27
O00299,C0078,78.99
O00300,C0078,42.78
O00301,C0078,46.68
O00302,C0079,54.62
O00303,C0079,70.31
O00304,C0079,51.95
O00305,C0079,41.49
O00306,C0079,31.0
O00307,C0080,25.67
O00308,C0080,45.24
O00309,C0080,27.98
O00310,C0080,71.55
O00311,C0080,22.06
O00312,C0080,102.87
O00313,C0080,68.03
O00314,C0081,33.81
O00315,C0081,41.9
O00316,C0081,36.84
O00317,C0082,37.55
O00318,C0082,43.3
O00319,C0083,37.4
O00320,C0083,37.55
O00321,C0083,85.52
O00322,C0083,68.12
O00323,C0083,49.59
O00324,C0083,97.66
O00325,C0083,49.05
O00326,C0083,86.36
O00327,C0083,41.31
O00328,C0084,28.93
O00329,C0084,29.13
O00330,C0084,115.52
O00331,C0084,44.24
O00332,C0084,47.74
O00333,C0084,56.69
O00334,C0085,87.49
O00335,C0085,45.69
O00336,C0085,85.19
O00337,C0086,41.88
O00338,C0086,32.35
O00339,C0086,49.1
O00340,C0086,122.92
O00341,C0086,22.44
O00342,C0086,66.61
O00343,C0086,34.49
O00344,C0087,88.74
O00345,C0087,19.4
O00346,C0087,60.47
O00347,C0088,36.85
O00348,C0088,68.07
O00349,C0088,94.91
O00350,C0089,50.7
O00351,C0090,76.9
O00352,C0090,98.85
O00353,C0091,38.02
O00354,C0092,112.01
O00355,C0092,93.8
O00356,C0092,43.05
O00357,C0092,44.8
O00358,C0093,21.37
O00359,C0093,48.15
O00360,C0093,12.3
O00361,C0093,41.44
O00362,C0093,53.66
O00363,C0094,69.06
O00364,C0094,34.08
O00365,C0094,56.92
O00366,C0094,85.41
O00367,C0094,34.71
O00368,C0095,107.7
O00369,C0095,48.77
O00370,C0095,11.83
O00371,C0095,60.83
O00372,C0095,44.29
O00373,C0096,148.59
O00374,C0096,65.8
O00375,C0096,48.04
O00376,C0096,41.03
O00377,C0097,41.65
O00378,C0097,15.34
O00379,C0097,56.3
O00380,C0098,73.98
O00381,C0098,30.86
O00382,C0098,58.47
O00383,C0098,43.05
O00384,C0099,37.8
O00385,C0099,89.79
O00386,C0100,39.57
O00387,C0100,29.99
O00388,C0100,66.14
O00389,C0100,63.24
O00390,C0100,84.84
O00391,C0101,84.11
O00392,C0102,31.42
O00393,C0102,95.13
O00394,C0102,161.09
O00395,C0102,101.7
O00396,C0103,68.85
O00397,C0103,73.5
O00398,C0103,30.34
O00399,C0103,28.09
O00400,C0104,21.39
O00401,C0104,49.1
O00402,C0104,56.64
O00403,C0104,38.25
O00404,C0104,53.52
O00405,C0104,83.89
O00406,C0105,91.31
O00407,C0105,27.92
O00408,C0105,100.12
O00409,C0106,59.09
O00410,C0106,58.36
O00411,C0106,76.15
O00412,C0106,67.04
O00413,C0107,50.5
O00414,C0108,63.52
O00415,C0108,24.83
O00416,C0108,96.29
O00417,C0108,83.87
O00418,C0108,161.17
O00419,C0108,32.52
O00420,C0109,34.37
O00421,C0109,74.32
O00422,C0110,234.63
O00423,C0110,82.41
O00424,C0110,62.57
O00425,C0110,13.9
O00426,C0110,49.04
O00427,C0111,76.63
O00428,C0111,76.66
O00429,C0111,74.54
O00430,C0112,27.39
O00431,C0112,12.44
O00432,C0112,99.9
O00433,C0113,22.68
O00434,C0113,27.05
O00435,C0114,83.93
O00436,C0114,23.58
O00437,C0115,86.48
O00438,C0115,40.42
O00439,C0115,62.89
O00440,C0115,45.2
O00441,C0116,51.29
O00442,C0116,25.92
O00443,C0116,37.1
O00444,C0117,44.27
O00445,C0117,82.09
O00446,C0117,34.94
O00447,C0117,33.34
O00448,C0117,23.09
O00449,C0118,26.42
O00450,C0118,79.79
O00451,C0118,92.27
O00452,C0118,39.93
O00453,C0118,60.4
O00454,C0118,92.44
O00455,C0118,26.16
O00456,C0119,62.71
O00457,C0119,68.35
O00458,C0119,89.93
O00459,C0119,33.5
O00460,C0119,74.5
O00461,C0119,67.21
O00462,C0120,108.65
O00463,C0120,35.12
O00464,C0120,48.25
O00465,C0120,51.53
O00466,C0121,48.13
O00467,C0121,57.63
O00468,C0121,29.77
O00469,C0122,77.16
O00470,C0122,36.85
O00471,C0122,133.1
O00472,C0123,11.65
O00473,C0123,68.32
O00474,C0124,39.95
O00475,C0125,96.94
O00476,C0125,49.27
O00477,C0125,25.12
O00478,C0125,31.79
O00479,C0125,69.92
O00480,C0125,34.06
O00481,C0125,41.77
O00482,C0125,96.14
O00483,C0125,32.1
O00484,C0126,47.96
O00485,C0126,85.96
O00486,C0126,68.44
O00487,C0126,32.31
O00488,C0126,43.51
O00489,C0127,50.1
O00490,C0127,88.45
O00491,C0127,52.77
O00492,C0127,47.54
O00493,C0127,111.78
O00494,C0127,22.84
O00495,C0128,24.47
O00496,C0128,24.23
O00497,C0128,57.43
O00498,C0129,26.83
O00499,C0129,33.74
O00500,C0129,82.89
O00501,C0130,33.04
O00502,C0130,123.85
O00503,C0130,66.88
O00504,C0130,37.85
O00505,C0130,38.79
O00506,C0131,27.04
O00507,C0131,31.48
O00508,C0132,26.53
O00509,C0132,43.57
O00510,C0132,50.2
O00511,C0132,48.29
O00512,C0132,72.23
O00513,C0133,31.01
O00514,C0133,73.48
O00515,C0133,39.38
O00516,C0134,22.36
O00517,C0134,32.69
O00518,C0134,101.0
O00519,C0135,41.8
O00520,C0135,104.44
O00521,C0135,21.05
O00522,C0136,147.63
O00523,C0136,29.26
O00524,C0136,39.6
O00525,C0136,45.11
O00526,C0137,41.43
O00527,C0137,21.3
O00528,C0137,129.44
O00529,C0137,80.61
O00530,C0137,47.08
O00531,C0137,60.67
O00532,C0138,36.76
O00533,C0138,44.93
O00534,C0138,72.41
O00535,C0138,58.42
O00536,C0138,77.99
O00537,C0139,43.59
O00538,C0139,108.46
O00539,C0140,36.86
O00540,C0140,41.57
O00541,C0140,37.51
O00542,C0141,55.23
O00543,C0141,44.7
O00544,C0142,29.28
O00545,C0142,119.39
O00546,C0142,32.77
O00547,C0142,74.67
O00548,C0142,23.17
O00549,C0143,36.78
O00550,C0143,54.89
O00551,C0144,89.86
O00552,C0144,63.74
O00553,C0144,79.65
O00554,C0144,40.81
O00555,C0144,97.72
O00556,C0144,79.76
O00557,C0144,56.62
O00558,C0145,18.18
O00559,C0145,71.98
O00560,C0145,54.49
O00561,C0145,80.96
O00562,C0146,53.3
O00563,C0146,27.14
O00564,C0146,61.13
O00565,C0146,91.68
O00566,C0146,39.61
O00567,C0146,48.7
O00568,C0146,74.99
O00569,C0146,24.57
O00570,C0146,34.69
O00571,C0147,87.87
O00572,C0147,46.36
O00573,C0147,65.43
O00574,C0148,28.68
O00575,C0148,37.01
O00576,C0148,34.56
O00577,C0148,75.96
O00578,C0149,76.74
O00579,C0149,72.28
O00580,C0150,122.08
O00581,C0150,57.05
O00582,C0150,78.94
O00583,C0150,27.97
O00584,C0151,57.6
O00585,C0151,120.65
O00586,C0152,67.73
O00587,C0152,68.09
O00588,C0152,29.37
O00589,C0152,38.36
O00590,C0152,86.4
O00591,C0152,19.91
O00592,C0152,72.82
O00593,C0153,88.06
O00594,C0153,53.16
O00595,C0153,95.3
O00596,C0153,191.08
O00597,C0153,18.7
O00598,C0153,58.7
O00599,C0154,64.32
O00600,C0154,44.58
O00601,C0154,81.15
O00602,C0154,36.61
O00603,C0155,58.91
O00604,C0155,31.5
O00605,C0155,26.56
O00606,C0155,80.48
O00607,C0155,71.57
O00608,C0155,46.08
O00609,C0156,20.67
O00610,C0156,80.92
O00611,C0156,50.2
O00612,C0156,57.53
O00613,C0156,112.43
O00614,C0156,57.09
O00615,C0157,90.41
O00616,C0157,47.69
O00617,C0157,43.29
O00618,C0157,43.31
O00619,C0157,66.38
O00620,C0157,39.87
O00621,C0158,55.56
O00622,C0158,36.99
O00623,C0158,52.77
O00624,C0158,32.05
O00625,C0159,55.11
O00626,C0159,63.19
O00627,C0159,92.35
O00628,C0160,40.2
O00629,C0161,85.61
O00630,C0161,79.32
O00631,C0161,57.42
O00632,C0161,39.9
O00633,C0161,67.88
O00634,C0161,19.56
O00635,C0161,61.22
O00636,C0161,44.64
O00637,C0162,35.37
O00638,C0162,61.33
O00639,C0162,34.99
O00640,C0162,47.6
O00641,C0162,67.95
O00642,C0162,33.29
O00643,C0163,66.26
O00644,C0163,74.12
O00645,C0163,60.79
O00646,C0163,76.47
O00647,C0164,60.12
O00648,C0164,36.97
O00649,C0164,65.37
O00650,C0164,50.56
O00651,C0164,42.74
O00652,C0165,66.27
O00653,C0165,63.38
O00654,C0165,38.71
O00655,C0166,63.9
O00656,C0166,77.65
O00657,C0166,28.23
O00658,C0166,80.7
O00659,C0166,38.44
O00660,C0167,82.52
O00661,C0167,67.78
O00662,C0167,15.83
O00663,C0168,159.82
O00664,C0168,111.82
O00665,C0169,86.21
O00666,C0169,37.9
O00667,C0169,77.1
O00668,C0169,55.25
O00669,C0170,75.44
O00670,C0170,62.37
O00671,C0170,66.85
O00672,C0170,54.84
O00673,C0170,60.0
O00674,C0170,75.57
O00675,C0171,34.94
O00676,C0171,62.45
O00677,C0171,65.46
O00678,C0171,39.13
O00679,C0172,24.42
O00680,C0172,36.36
O00681,C0172,29.06
O00682,C0173,31.45
O00683,C0173,123.09
O00684,C0174,109.78
O00685,C0174,22.63
O00686,C0175,46.51
O00687,C0175,27.75
O00688,C0175,69.95
O00689,C0176,56.27
O00690,C0176,73.3
O00691,C0177,43.19
O00692,C0177,66.22
O00693,C0177,77.13
O00694,C0177,35.56
O00695,C0178,79.31
O00696,C0178,105.08
O00697,C0179,147.26
O00698,C0179,58.11
O00699,C0179,35.11
O00700,C0180,39.71
O00701,C0180,68.7
O00702,C0180,18.11
O00703,C0181,18.59
O00704,C0181,57.18
O00705,C0181,71.28
O00706,C0182,65.33
O00707,C0183,114.19
O00708,C0183,67.2
O00709,C0183,110.46
O00710,C0183,68.31
O00711,C0184,56.53
O00712,C0184,89.01
O00713,C0184,124.29
O00714,C0184,57.22
O00715,C0184,86.48
O00716,C0185,19.71
O00717,C0185,52.27
O00718,C0185,42.47
O00719,C0185,41.19
O00720,C0185,16.24
O00721,C0186,59.38
O00722,C0186,85.53
O00723,C0187,55.02
O00724,C0187,91.27
O00725,C0187,123.29
O00726,C0188,75.93
O00727,C0188,53.16
O00728,C0188,19.56
O00729,C0188,47.99
O00730,C0188,42.76
O00731,C0188,37.14
O00732,C0189,50.45
O00733,C0189,25.85
O00734,C0189,45.32
O00735,C0189,81.95
O00736,C0189,54.51
O00737,C0189,86.73
O00738,C0190,93.56
O00739,C0190,27.62
O00740,C0190,99.23
O00741,C0190,58.94
O00742,C0191,117.05
O00743,C0191,40.31
O00744,C0191,129.1
O00745,C0191,12.88
O00746,C0191,47.11
O00747,C0191,31.55
O00748,C0191,87.57
O00749,C0191,27.4
O00750,C0192,31.99
O00751,C0192,59.57
O00752,C0192,202.83
O00753,C0192,54.47
O00754,C0193,77.6
O00755,C0193,26.28
O00756,C0193,20.02
O00757,C0193,26.01
O00758,C0194,49.6
O00759,C0194,61.93
O00760,C0194,28.37
O00761,C0194,19.37
O00762,C0194,43.01
O00763,C0194,48.62
O00764,C0195,54.69
O00765,C0195,63.92
O00766,C0195,34.92
O00767,C0195,77.98
O00768,C0196,86.41
O00769,C0196,25.25
O00770,C0197,40.07
O00771,C0197,34.84
O00772,C0197,68.46
O00773,C0197,31.78
O00774,C0198,54.41
O00775,C0198,53.62
O00776,C0198,21.35
O00777,C0198,53.74
O00778,C0198,43.22
O00779,C0199,47.13
O00780,C0199,52.31
O00781,C0200,25.55
O00782,C0200,54.08
O00783,C0200,48.04
O00784,C0200,55.32
O00785,C0201,48.34
O00786,C0201,98.78
O00787,C0201,59.75
O00788,C0202,77.54
O00789,C0202,69.44
O00790,C0202,90.4
O00791,C0203,38.64
O00792,C0203,52.49
O00793,C0203,24.7
O00794,C0203,77.23
O00795,C0204,17.25
O00796,C0204,19.83
O00797,C0204,55.89
O00798,C0205,67.49
O00799,C0205,43.82
O00800,C0205,113.39
O00801,C0206,16.47
O00802,C0206,87.94
O00803,C0206,105.22
O00804,C0206,38.75
O00805,C0206,63.87
O00806,C0207,69.44
O00807,C0207,32.71
O00808,C0208,56.54
O00809,C0208,135.44
O00810,C0208,36.29
O00811,C0209,81.45
O00812,C0209,25.14
O00813,C0209,15.42
O00814,C0209,46.95
O00815,C0209,49.72
O00816,C0210,55.48
O00817,C0210,34.16
O00818,C0210,35.8
O00819,C0210,98.99
O00820,C0210,23.57
O00821,C0210,92.95
O00822,C0211,44.93
O00823,C0211,34.52
O00824,C0211,34.94
O00825,C0211,28.78
O00826,C0211,80.21
O00827,C0212,25.56
O00828,C0212,31.32
O00829,C0212,79.36
O00830,C0212,64.27
O00831,C0212,82.35
O00832,C0212,57.1
O00833,C0213,50.99
O00834,C0213,109.24
O00835,C0213,85.61
O00836,C0214,60.16
O00837,C0214,39.54
O00838,C0215,63.88
O00839,C0215,55.22
O00840,C0215,71.22
O00841,C0216,44.68
O00842,C0216,40.09
O00843,C0217,18.15
O00844,C0217,60.7
O00845,C0217,27.06
O00846,C0217,81.28
O00847,C0217,82.19
O00848,C0217,36.71
O00849,C0218,64.37
O00850,C0218,39.22
O00851,C0218,63.51
O00852,C0218,70.82
O00853,C0218,25.3
O00854,C0218,25.31
O00855,C0219,78.04
O00856,C0219,93.92
O00857,C0219,82.48
O00858,C0219,34.78
O00859,C0219,84.31
O00860,C0220,35.55
O00861,C0220,16.9
O00862,C0220,67.94
O00863,C0221,17.61
O00864,C0221,50.2
O00865,C0221,47.88
O00866,C0221,84.8
O00867,C0221,68.96
O00868,C0222,23.8
O00869,C0222,82.27
O00870,C0222,50.77
O00871,C0222,47.86
O00872,C0222,84.4
O00873,C0222,21.41
O00874,C0223,118.31
O00875,C0223,65.24
O00876,C0224,71.35
O00877,C0224,42.2
O00878,C0224,43.3
O00879,C0224,113.13
O00880,C0225,44.51
O00881,C0225,122.35
O00882,C0225,16.54
O00883,C0226,45.69
O00884,C0226,53.76
O00885,C0226,51.35
O00886,C0226,36.05
O00887,C0226,66.43
O00888,C0227,83.24
O00889,C0227,35.22
O00890,C0228,70.43
O00891,C0228,18.79
O00892,C0229,26.36
O00893,C0229,30.95
O00894,C0230,32.78
O00895,C0230,42.36
O00896,C0230,110.57
O00897,C0230,70.51
O00898,C0230,185.9
O00899,C0230,77.09
O00900,C0230,44.48
O00901,C0231,80.36
O00902,C0231,49.55
O00903,C0231,21.46
O00904,C0232,82.23
O00905,C0232,83.49
O00906,C0233,86.78
O00907,C0233,66.14
O00908,C0233,41.93
O00909,C0234,106.84
O00910,C0234,61.73
O00911,C0234,94.82
O00912,C0234,40.08
O00913,C0235,32.09
O00914,C0235,72.46
O00915,C0235,45.96
O00916,C0236,29.98
O00917,C0236,87.11
O00918,C0236,41.76
O00919,C0237,68.81
O00920,C0237,106.75
O00921,C0237,79.54
O00922,C0237,161.03
O00923,C0238,95.34
O00924,C0238,75.24
O00925,C0239,37.6
O00926,C0239,46.9
O00927,C0239,66.24
O00928,C0239,38.32
O00929,C0239,75.55
O00930,C0240,55.15
O00931,C0240,35.06
O00932,C0240,74.04
O00933,C0240,51.04
O00934,C0240,69.79
O00935,C0241,78.78
O00936,C0241,40.06
O00937,C0241,43.38
O00938,C0241,42.31
O00939,C0241,56.06
O00940,C0242,103.53
O00941,C0242,50.26
O00942,C0243,16.03
O00943,C0243,33.27
O00944,C0244,82.35
O00945,C0244,33.08
O00946,C0244,64.72
O00947,C0244,45.8
O00948,C0244,55.07
O00949,C0244,100.24
O00950,C0245,49.95
O00951,C0245,36.89
O00952,C0245,71.84
O00953,C0245,49.93
O00954,C0245,81.94
O00955,C0246,30.16
O00956,C0246,86.9
O00957,C0247,87.17
O00958,C0247,42.81
O00959,C0247,62.11
O00960,C0247,58.35
O00961,C0248,103.88
O00962,C0248,104.87
O00963,C0248,25.0
O00964,C0248,95.33
O00965,C0248,35.22
O00966,C0248,70.04
O00967,C0249,22.07
O00968,C0250,51.54
O00969,C0250,31.4
O00970,C0250,110.44
O00971,C0251,111.28
O00972,C0251,78.23
O00973,C0251,32.56
O00974,C0251,121.27
O00975,C0251,59.37
O00976,C0252,93.92
O00977,C0252,99.75
O00978,C0252,92.4
O00979,C0253,132.38
O00980,C0253,49.86
O00981,C0253,43.74
O00982,C0254,10.74
O00983,C0255,30.65
O00984,C0255,57.08
O00985,C0255,62.01
O00986,C0255,102.51
O00987,C0255,144.07
O00988,C0256,68.36
O00989,C0256,56.88
O00990,C0256,47.85
O00991,C0256,88.58
O00992,C0257,88.15
O00993,C0257,70.33
O00994,C0257,26.48
O00995,C0258,65.15
O00996,C0258,53.68
O00997,C0258,97.03
O00998,C0259,34.78
O00999,C0259,112.57
O01000,C0259,103.58
O01001,C0259,37.26
O01002,C0259,79.6
O01003,C0260,90.07
O01004,C0261,33.01
O01005,C0261,48.35
O01006,C0261,108.74
O01007,C0262,48.09
O01008,C0262,57.89
O01009,C0262,48.53
O01010,C0262,80.69
O01011,C0262,38.58
O01012,C0263,33.33
O01013,C0263,89.35
O01014,C0264,38.07
O01015,C0264,64.95
O01016,C0264,21.76
O01017,C0265,74.72
O01018,C0265,69.65
O01019,C0265,149.81
O01020,C0265,26.13
O01021,C0265,54.49
O01022,C0265,29.73
O01023,C0266,18.74
O01024,C0266,95.16
O01025,C0266,77.1
O01026,C0267,21.23
O01027,C0267,70.88
O01028,C0267,46.19
O01029,C0267,68.88
O01030,C0267,50.21
O01031,C0268,28.57
O01032,C0268,40.78
O01033,C0268,90.14
O01034,C0269,126.5
O01035,C0269,66.92
O01036,C0269,76.48
O01037,C0270,54.47
O01038,C0270,54.38
O01039,C0270,36.18
O01040,C0270,37.14
O01041,C0271,88.96
O01042,C0271,37.87
O01043,C0271,105.9
O01044,C0271,47.46
O01045,C0271,27.49
O01046,C0272,55.65
O01047,C0272,165.03
O01048,C0272,24.89
O01049,C0272,56.04
O01050,C0272,115.26
O01051,C0273,107.03
O01052,C0273,35.61
O01053,C0274,118.95
O01054,C0274,32.56
O01055,C0274,73.83
O01056,C0274,97.0
O01057,C0274,107.74
O01058,C0274,71.48
O01059,C0275,46.4
O01060,C0275,53.65
O01061,C0275,22.94
O01062,C0276,60.61
O01063,C0277,85.24
O01064,C0277,53.98
O01065,C0277,60.63
O01066,C0277,130.39
O01067,C0277,26.34
O01068,C0277,19.28
O01069,C0278,23.51
O01070,C0278,36.78
O01071,C0278,76.53
O01072,C0278,36.7
O01073,C0279,40.36
O01074,C0279,72.31
O01075,C0279,98.75
O01076,C0279,58.53
O01077,C0279,38.5
O01078,C0279,82.02
O01079,C0280,33.89
O01080,C0280,137.44
O01081,C0280,68.07
O01082,C0280,71.39
O01083,C0280,40.01
O01084,C0281,95.4
O01085,C0281,37.86
O01086,C0281,50.11
O01087,C0282,51.89
O01088,C0282,80.78
O01089,C0283,50.29
O01090,C0283,152.52
O01091,C0283,52.79
O01092,C0283,106.41
O01093,C0283,76.43
O01094,C0283,56.71
O01095,C0283,72.64
O01096,C0284,101.79
O01097,C0284,42.02
O01098,C0284,33.59
O01099,C0284,56.92
O01100,C0284,55.19
O01101,C0284,48.47
O01102,C0285,67.86
O01103,C0285,35.19
O01104,C0285,53.96
O01105,C0285,51.72
O01106,C0286,121.62
O01107,C0286,45.81
O01108,C0286,80.25
O01109,C0287,46.5
O01110,C0287,75.24
O01111,C0288,67.78
O01112,C0288,128.01
O01113,C0288,64.25
O01114,C0288,55.12
O01115,C0288,143.73
O01116,C0288,50.77
O01117,C0289,27.02
O01118,C0289,99.13
O01119,C0289,45.58
O01120,C0289,36.93
O01121,C0290,57.65
O01122,C0290,85.68
O01123,C0290,17.42
O01124,C0290,36.71
O01125,C0290,42.03
O01126,C0290,55.17
O01127,C0290,22.19
O01128,C0291,71.3
O01129,C0291,109.18
O01130,C0291,37.56
O01131,C0291,33.84
O01132,C0291,85.57
O01133,C0292,59.87
O01134,C0292,60.95
O01135,C0292,37.42
O01136,C0293,97.21
O01137,C0293,68.5
O01138,C0293,33.07
O01139,C0293,97.97
O01140,C0293,15.53
O01141,C0294,51.04
O01142,C0295,65.02
O01143,C0295,32.94
O01144,C0295,30.17
O01145,C0296,83.5
O01146,C0296,46.86
O01147,C0297,45.98
O01148,C0297,40.61
O01149,C0298,61.41
O01150,C0298,46.1
O01151,C0298,113.32
O01152,C0298,23.27
O01153,C0298,79.1
O01154,C0298,24.66
O01155,C0299,74.29
O01156,C0299,87.67
O01157,C0299,68.64
O01158,C0299,110.42
