county_id,month,outcome
C004,13,59.43568570526452
C004,14,59.28344139567668
C004,15,60.23404829083349
C004,16,59.92388987694751
C004,17,59.491490165930465
C004,18,61.91463191337571
C004,19,60.95437703264248
C004,20,63.06057714747557
C004,21,62.97555619018047
C004,22,63.6874394010609
C004,23,67.31201378527109
C004,24,61.935725133058526
C005,1,49.53509405126057
C005,2,47.77445824053765
C005,3,48.43036723803021
C005,4,47.72183588435453
C005,5,45.552944485662834
C005,6,48.40022657033389
C005,7,47.75669730501339
C005,8,47.763392783832266
C005,9,48.259315263988654
C005,10,48.470776836644
C005,11,48.774258605183974
C005,12,50.17139831097135
C005,13,50.03319871511256
C005,14,49.98797343060565
C005,15,51.65194073149896
C005,16,49.620721090380165
C005,17,50.339513219479144
C005,18,51.06811259484411
C005,19,50.23749153842413
C005,20,50.580722230078436
C005,21,50.752771958167834
C005,22,51.74913071191377
C005,23,51.78581611163871
C005,24,50.60293346441552
C006,1,54.22147403231599
C006,2,55.603684296779086
C006,3,54.1918614375841
C006,4,55.88761456472648
C006,5,54.91365319991879
C006,6,55.27193683756279
C006,7,55.54343685311629
C006,8,52.514947735138215
C006,9,54.799472611281615
C006,10,56.697535686536305
C006,11,54.85017665160473
C006,12,55.30109755233206
C006,13,56.10317383134817
C006,14,56.79396915004072
C006,15,55.43120817380209
C006,16,55.20352161211043
C006,17,57.25802623908825
C006,18,57.16597556564959
C006,19,57.00834971269505
C006,20,60.6006107816298
C006,21,61.2848704567948
C006,22,59.07634681356232
C006,23,61.194892957891156
C006,24,62.85684487637454
C007,1,47.26499362136154
C007,2,47.797951916092515
C007,3,47.59534397643447
C007,4,46.51634388621824
C007,5,46.91708821902631
C007,6,46.693534648896886
C007,7,46.832552889450106
C007,8,47.63673464000095
C007,9,48.19400077534112
C007,10,47.59126391058513
C007,11,46.93017072979247
C007,12,47.79176838737511
C007,13,47.986872789220605
C007,14,47.70943861987883
C007,15,48.04943346677928
C007,16,48.356559060480016
C007,17,49.40365329045587
C007,18,48.10854155620634
C007,19,48.984909390657336
C007,20,51.385706364434384
C007,21,48.68887879845295
C007,22,51.310849012398194
C007,23,49.10746612834092
C007,24,49.59395763290703
C008,1,50.24416208057991
C008,2,50.96202514711186
C008,3,49.22509403478788
C008,4,50.64770524903672
C008,5,53.5990299842134
C008,6,50.73591912973623
C008,7,50.93583558280276
C008,8,51.14336703425362
C008,9,49.92214641958835
C008,10,50.739312653278716
C008,11,52.41130499501107
C008,12,53.1752993089644
C008,13,51.168713711664104
C008,14,52.99535530894252
C008,15,53.798923778410696
C008,16,54.12657848420445
C008,17,54.30391915853738
C008,18,54.3353507914835
C008,19,54.01198076099083
C008,20,54.8489760852363
C008,21,56.57417986792461
C008,22,57.951228965934746
C008,23,54.78763429994068
C008,24,56.570144081587436
C009,1,53.68916795485856
C009,2,54.84964400272073
C009,3,54.45110489085053
C009,4,56.282111978325474
C009,5,54.72985235905018
C009,6,53.670731609837745
C009,7,56.28562432287553
C009,8,56.90455824072253
C009,9,56.03517365200893
C009,10,54.71250805794074
C009,11,55.588524832563614
C009,12,57.871707075827835
C009,13,56.16076687587953
C009,14,56.65467221966116
C009,15,58.87336369663162
C009,16,56.43043599145509
C009,17,59.198675789491
C009,18,57.74577844488675
C009,19,59.07466437956134
C009,20,61.29853858291811
C009,21,60.245807433384115
C009,22,62.26262626456717
C009,23,63.148732823768505
C009,24,59.52213567420538
C010,1,44.38806595915044
C010,2,43.4838190228233
C010,3,44.23809015026904
C010,4,43.941611861562436
C010,5,45.14073133544675
C010,6,45.44895660807596
C010,7,44.96054110953005
C010,8,44.42136791088616
C010,9,45.82404805013648
C010,10,46.50712630643804
C010,11,46.7111139950565
C010,12,46.74809860515802
C010,13,46.95812635642926
C010,14,46.642161919596866
C010,15,49.3488145658248
C010,16,45.395273588376334
C010,17,45.351651998562865
C010,18,47.423436684541464
C010,19,47.676944146974584
C010,20,47.053831695423064
C010,21,49.04041154232793
C010,22,49.47710369159312
C010,23,45.95238412774802
C010,24,48.55733791314224
C011,1,54.412605700445226
C011,2,54.19042882054225
C011,3,54.04170668379289
C011,4,51.664470797760366
C011,5,54.54868191422977
C011,6,53.51696902167943
C011,7,53.98564957543026
C011,8,54.817918622112494
C011,9,56.638283060059514
C011,10,55.34081764417116
C011,11,55.60619466660816
C011,12,57.70949062892304
C011,13,56.89087698139563
C011,14,54.608682068732
C011,15,56.77750123394061
C011,16,56.53111445340923
C011,17,58.038045391512526
C011,18,58.77041232344463
C011,19,57.6424577557991
C011,20,60.25863229916748
C011,21,56.28554974198392
C011,22,60.87260137793253
C011,23,62.21259511282126
C011,24,58.92504576595015
C012,1,44.208315080442226
C012,2,42.852562196072356
C012,3,46.106976452413
C012,4,45.11427485330445
C012,5,44.4688275883485
C012,6,45.763015522257746
C012,7,45.36625582095403
C012,8,44.99551792298331
C012,9,43.83843321466621
C012,10,46.210162580858714
C012,11,47.60118927120112
C012,12,45.16441313841068
C012,13,45.53126473594805
C012,14,47.92016539264651
C012,15,48.68077330485177
C012,16,46.878905608984034
C012,17,46.24415926003426
C012,18,48.05365140912931
C012,19,47.72487534688972
C012,20,49.433971370001366
C012,21,48.74666576696604
C012,22,52.24061447944836
C012,23,51.27800345292783
C012,24,50.10164383724963
C013,1,40.075698516751814
C013,2,44.28340980580966
C013,3,42.23487005427505
C013,4,39.837833136891206
C013,5,43.2948824671081
C013,6,41.297806391631084
C013,7,41.98305858601728
C013,8,42.2065917264356
C013,9,43.513259660524454
C013,10,43.098112044869936
C013,11,41.91019348230488
C013,12,42.53685788874751
C013,13,43.99372552392066
C013,14,42.82248902197131
C013,15,44.28803670668015
C013,16,42.882117714671324
C013,17,44.78639463788926
C013,18,44.738069450306234
C013,19,44.89769723709358
C013,20,45.93822855292587
C013,21,47.39630690070848
C013,22,48.68210739999495
C013,23,47.916987162377794
C013,24,46.65981337360595
C014,1,54.59380898053598
C014,2,58.08626572937982
C014,3,57.62081060759891
C014,4,57.84917079775266
C014,5,59.83104726698587
C014,6,57.545549037827655
C014,7,58.63677021681441
C014,8,58.51449119821937
C014,9,58.60362366226956
C014,10,57.142309396309685
C014,11,57.64055909298782
C014,12,59.34699665018313
C014,13,59.24895268997732
C014,14,59.74881087829664
C014,15,59.37283480656396
C014,16,61.821594207143086
C014,17,59.90283386837943
C014,18,60.503429543899706
C014,19,60.552493656855596
C014,20,61.517579371650186
C014,21,61.08157503821638
C014,22,60.67399250514039
C014,23,59.98579320411375
C014,24,60.17956818668582
C015,1,44.145440584564234
C015,2,42.81466510993056
C015,3,44.90278981105543
C015,4,43.75598999718861
C015,5,42.98283375132597
C015,6,42.75210078192341
C015,7,44.534005240767925
C015,8,44.69537675003622
C015,9,47.84930462526319
C015,10,44.640364842794305
C015,11,43.613294580890305
C015,12,45.31805466941969
C015,13,44.05080316663878
C015,14,45.21536620366085
C015,15,44.637208510398146
C015,16,48.07975901344257
C015,17,47.827882459019044
C015,18,46.82059412295665
C015,19,47.129677743030605
C015,20,48.23128655861314
C015,21,46.770524770084016
C015,22,45.30207008512051
C015,23,47.9590211297636
C015,24,47.230123068073404
C016,1,55.45759724203228
C016,2,53.502762203804096
C016,3,54.56947134031294
C016,4,53.59486133502263
C016,5,53.9339374752845
C016,6,53.09084913626029
C016,7,55.232867804078914
C016,8,55.32629664711584
C016,9,54.670124145005346
C016,10,53.70194556840399
C016,11,55.66021730252675
C016,12,55.72924583030486
C016,13,55.37525842247132
C016,14,55.64801464523755
C016,15,57.262648463583446
C016,16,57.011647656301676
C016,17,55.47250841734246
C016,18,57.8647067741473
C016,19,57.545028026819274
C016,20,57.00878378629116
C016,21,56.839924078517654
C016,22,58.07330720173511
C016,23,59.4506107637893
C016,24,59.145062956557894
C017,1,50.76040985741269
C017,2,49.486599530337074
C017,3,48.88409483418827
C017,4,51.38007842738791
C017,5,50.2119819293838
C017,6,50.21860394710734
C017,7,50.90606618112661
C017,8,50.70134262495129
C017,9,48.45775430479472
C017,10,51.32355084440248
C017,11,50.4183300314745
C017,12,49.81463348649927
C017,13,52.84003333111703
C017,14,50.48534328046711
C017,15,52.704670745413715
C017,16,52.052085476596865
C017,17,53.71213894032105
C017,18,55.23457162787192
C017,19,52.080632122413526
C017,20,53.53424440545922
C017,21,53.36669401453574
C017,22,55.18620746351453
C017,23,56.01096602621534
C017,24,52.61550591640798
C018,1,57.96121635184663
C018,2,55.99523500060041
C018,3,57.15427705766697
C018,4,57.56258291491529
C018,5,57.50882962199877
C018,6,56.169012845251075
C018,7,57.21551951576556
C018,8,60.16229294136364
C018,9,57.933672465844076
C018,10,57.38778578283925
C018,11,61.61843368835376
C018,12,59.68626436855395
C018,13,61.470102264210595
C018,14,60.5710570888803
C018,15,59.86627358166121
C018,16,59.975596817484046
C018,17,60.06482915919856
C018,18,59.199323414426644
C018,19,59.02895927926807
C018,20,58.90068149117404
C018,21,61.60943913819467
C018,22,60.370513505977634
C018,23,58.26432917876907
C018,24,59.55439830823222
C019,1,48.477241567382066
C019,2,49.36450296804308
C019,3,51.52308460687944
C019,4,51.33526846333265
C019,5,50.77705876567419
C019,6,48.46651030358111
C019,7,49.82480231956419
C019,8,51.871355447236255
C019,9,51.85805902759183
C019,10,51.29248773497091
C019,11,51.19567193108242
C019,12,50.852936104689384
C019,13,53.8622104088074
C019,14,51.69855192495722
C019,15,51.16414970162593
C019,16,52.96656356859548
C019,17,53.438786058391145
C019,18,51.8201098700807
C019,19,52.87071452104572
C019,20,54.04991737019165
C019,21,53.33362365906401
C019,22,54.09450545193659
C019,23,52.649169684077016
C019,24,54.2472183395867
C020,1,52.62260043311661
C020,2,54.695756317461694
C020,3,51.491034598205545
C020,4,53.50386748413509
C020,5,52.53247313589345
C020,6,55.46514363683374
C020,7,53.22911416936531
C020,8,52.873800094075804
C020,9,55.16308669613949
C020,10,55.929221867514286
C020,11,54.146908784729554
C020,12,55.248390219933846
C020,13,56.10446471395216
C020,14,55.523065000883236
C020,15,57.160633419995754
C020,16,57.539639198053
C020,17,59.19584596197222
C020,18,56.14718615272304
C020,19,58.11188760640988
C020,20,57.73318531088996
C020,21,56.02299331328856
C020,22,54.27170639546078
C020,23,56.34028115822598
C020,24,58.25972454556947
C021,1,46.075826149703
C021,2,46.741602048170634
C021,3,45.419854147550474
C021,4,44.38645380700362
C021,5,45.565781059290565
C021,6,45.56824138875773
C021,7,47.64856863779456
C021,8,48.416870254948584
C021,9,43.682846560514236
C021,10,45.47099639743108
C021,11,48.75581063300303
C021,12,45.75482173274843
C021,13,46.45860239650727
C021,14,47.07896469630444
C021,15,45.628085067746184
C021,16,45.4102365189743
C021,17,48.220636582510174
C021,18,45.86657089889483
C021,19,45.08812802247493
C021,20,45.33505799846588
C021,21,48.23919019093823
C021,22,47.932478239676264
C021,23,46.699343921458926
C021,24,46.144560974623865
C022,1,43.79461275545109
C022,2,44.2134067668582
C022,3,42.94558867375394
C022,4,44.50782800905322
C022,5,45.59784194107101
C022,6,45.4955524931826
C022,7,45.331223680866074
C022,8,44.78803977233914
C022,9,43.80047236866212
C022,10,47.51864444300492
C022,11,45.339272758663796
C022,12,44.70492150899598
C022,13,45.54980073988884
C022,14,43.266164735998494
C022,15,46.28067770541198
C022,16,45.53109377997635
C022,17,47.23520642353076
C022,18,45.5807229000107
C022,19,46.850382354578166
C022,20,46.67769166873091
C022,21,49.129786147749556
C022,22,46.564661557770556
C022,23,47.26761217551934
C022,24,47.34384754773773
C023,1,41.80406056057975
C023,2,44.07663809338421
C023,3,43.89105272346126
C023,4,42.022000915088896
C023,5,43.430409574192154
C023,6,43.67858450979206
C023,7,43.04190348480826
C023,8,43.90915969615545
C023,9,44.46721032932742
C023,10,43.38499755161966
C023,11,43.788750933487975
C023,12,44.64290436129039
C023,13,44.923439211804734
C023,14,44.484842349675354
C023,15,44.41937561783601
C023,16,45.48549237713217
C023,17,45.319527096712896
C023,18,45.954765331398164
C023,19,48.35214458232183
C023,20,45.8444754197261
C023,21,45.03438428361888
C023,22,46.241619117130384
C023,23,46.7050615624568
C023,24,46.610002760832245
C024,1,46.97399815944935
C024,2,45.164254324913095
C024,3,47.478250904547245
C024,4,46.66009639317785
C024,5,47.69653303359283
C024,6,47.463587823303094
C024,7,44.085255930671096
C024,8,46.60021109572452
C024,9,45.06971185483718
C024,10,47.79428073771149
C024,11,47.11832694270747
C024,12,47.02706466781112
C024,13,45.56958842153113
C024,14,46.95456803508961
C024,15,48.12417209797262
C024,16,46.76109719461639
C024,17,48.82749504759796
C024,18,49.928428935766036
C024,19,47.52671497846725
C024,20,47.682144019793526
C024,21,50.25200465843244
C024,22,50.27077810008719
C024,23,49.80621118859042
C024,24,48.71579936596724
C025,1,52.79077610400528
C025,2,52.579046731453424
C025,3,55.21042350328616
C025,4,56.109909418552654
C025,5,55.522851750176166
C025,6,54.439216640040506
C025,7,56.34447338706563
C025,8,53.71934089795232
C025,9,54.22235910141743
C025,10,58.70907920807381
C025,11,56.43228743190169
C025,12,55.3711478289219
C025,13,55.348408864539344
C025,14,56.114266407643335
C025,15,57.35076901307942
C025,16,56.56173081715381
C025,17,55.45440215325238
C025,18,59.772772660127714
C025,19,58.97278970731772
C025,20,58.685599008625715
C025,21,60.59816228856152
C025,22,60.64514001516128
C025,23,60.14271542858898
C025,24,61.53256502391763
C026,1,42.81296599484112
C026,2,42.12886504643046
C026,3,41.542451914792686
C026,4,42.920677222414064
C026,5,43.30503861600889
C026,6,44.802960017638995
C026,7,46.09654937927863
C026,8,45.03603458833721
C026,9,43.91900374196735
C026,10,44.05731714472586
C026,11,44.280988226905585
C026,12,42.37773908265673
C026,13,45.39749941429045
C026,14,43.85028015971933
C026,15,43.544647792040905
C026,16,44.699224437477035
C026,17,45.59372428692074
C026,18,44.364764503938275
C026,19,42.847194969330005
C026,20,47.37988697556657
C026,21,45.15813548164193
C026,22,46.64711593370262
C026,23,46.93144155282227
C026,24,46.657417473683616
C027,1,51.047381444619916
C027,2,53.34406026018139
C027,3,52.13360772609088
C027,4,50.1090689878747
C027,5,50.32342186107131
C027,6,51.94516913207891
C027,7,51.094466174613856
C027,8,52.64450211211036
C027,9,51.33444519076289
C027,10,51.130601054394326
C027,11,53.51153217668829
C027,12,52.4142547434111
C027,13,50.935099199088675
C027,14,53.35083471622599
C027,15,51.5828894635381
C027,16,52.61093649072951
C027,17,51.74926368515805
C027,18,50.67529303776793
C027,19,50.620132902453385
C027,20,50.71720284492508
C027,21,53.99378429831299
C027,22,51.96879351872156
C027,23,54.91077004191617
C027,24,50.28894747656729
C028,1,47.84719570758122
C028,2,50.03686352293085
C028,3,50.408974608277866
C028,4,48.17257548612205
C028,5,50.01969064381474
C028,6,47.766778667421
C028,7,47.47300800286811
C028,8,49.01938830375327
C028,9,49.53791107596127
C028,10,51.00590916061299
C028,11,50.50609093443857
C028,12,48.235532784079396
C028,13,50.50777076786726
C028,14,50.717035697549505
C028,15,50.22129940870221
C028,16,50.78290134709975
C028,17,51.30986437375019
C028,18,53.98102453707235
C028,19,51.7491900850243
C028,20,56.549328769149426
C028,21,52.358940641918956
C028,22,55.612193832374516
C028,23,55.066316025116706
C028,24,53.15017624627962
C029,1,52.885278689479264
C029,2,55.25479220278121
C029,3,53.2119249969044
C029,4,53.02333280607154
C029,5,56.32026464143532
C029,6,52.93463711961358
C029,7,55.27303980825714
C029,8,54.78252446206703
C029,9,51.5788514092723
C029,10,56.06133627352253
C029,11,54.28449998717804
C029,12,53.822505748195034
C029,13,56.05261842625279
C029,14,56.63031420062852
C029,15,55.50314057244951
C029,16,55.55534358413725
C029,17,55.91308736711474
C029,18,56.434466615939456
C029,19,59.2663110269251
C029,20,59.09285621786657
C029,21,61.02269709266078
C029,22,60.66876698653361
C029,23,60.447634810376435
C029,24,60.126655380157594
C030,1,56.35513443515395
C030,2,53.709826508128565
C030,3,56.27864156172698
C030,4,54.059553638434366
C030,5,58.046222244393434
C030,6,57.387706514273944
C030,7,56.08779726417874
C030,8,57.85819561656786
C030,9,56.40647424916181
C030,10,55.89143917911163
C030,11,55.22358177546382
C030,12,57.37788713962736
C030,13,56.01455316005173
C030,14,57.141935108336575
C030,15,58.27668590942015
C030,16,56.37248623553283
C030,17,57.2465356304365
C030,18,61.11573386854536
C030,19,58.21320859489701
C030,20,58.444674608742616
C030,21,62.20012088320545
C030,22,60.567702103174064
C030,23,60.67742309630295
C030,24,60.36287147485803
C031,1,45.38512531105146
C031,2,45.196745956782806
C031,3,43.36132354411026
C031,4,48.78795420587767
C031,5,46.230039392519295
C031,6,47.2510147250452
C031,7,47.458526833312064
C031,8,47.68684469060582
C031,9,47.024386595166334
C031,10,47.02365761532677
C031,11,48.84107751342
C031,12,49.92971334745155
C031,13,47.467210889273986
C031,14,49.27601452259431
C031,15,50.653564520265206
C031,16,50.099697962966026
C031,17,49.20075739398155
C031,18,50.80885933136801
C031,19,50.50725784071587
C031,20,51.07692178259808
C031,21,49.073748224627266
C031,22,49.94519476099224
C031,23,51.370325079208534
C031,24,49.30585688649983
C032,1,50.857118060487736
C032,2,51.95357750772403
C032,3,51.244400318273
C032,4,52.618341873778775
C032,5,52.703638176612635
C032,6,54.707943618437305
C032,7,52.95133160772725
C032,8,51.590220389322596
C032,9,50.45716027500566
C032,10,51.057394478447264
C032,11,52.20984397998336
C032,12,52.09350285066711
C032,13,54.08245771837314
C032,14,52.34255338056372
C032,15,52.5517953908363
C032,16,55.517907425031716
C032,17,54.02261541628939
C032,18,54.05710058396362
C032,19,56.65956655139757
C032,20,54.47464835001565
C032,21,53.108349347352764
C032,22,54.96326327316902
C032,23,54.36947442323071
C032,24,53.08055082619299
C033,1,50.72304613333317
C033,2,50.877496711827476
C033,3,51.82420091085476
C033,4,49.32002602542444
C033,5,51.53789436924304
C033,6,50.40920329351394
C033,7,52.214129981094025
C033,8,52.662959352366165
C033,9,51.92955448908944
C033,10,51.507840120607256
C033,11,54.04259778644918
C033,12,51.37967235323202
C033,13,53.80643808356932
C033,14,52.18369472501814
C033,15,50.693180886499896
C033,16,54.117317183312885
C033,17,53.13058058261614
C033,18,53.829715332754624
C033,19,55.81004064138694
C033,20,53.53933923577117
C033,21,57.11685174084721
C033,22,56.37025839568226
C033,23,57.731282275417676
C033,24,57.30807277408401
C034,1,54.98548261763692
C034,2,55.10940271527423
C034,3,58.2237863260878
C034,4,58.644213588487105
C034,5,55.79087149723516
C034,6,56.84472186422288
C034,7,57.52525489153846
C034,8,54.55515252936285
C034,9,55.61552298431324
C034,10,59.86952253230014
C034,11,57.832523529453994
C034,12,57.96966108935852
C034,13,60.12854457007275
C034,14,57.60799680610657
C034,15,60.42732450779093
C034,16,61.34212222978047
C034,17,58.97587819403745
C034,18,61.08404678692237
C034,19,59.70255237102567
C034,20,60.33934794799335
C034,21,61.203384768315885
C034,22,60.606031680923074
C034,23,61.513457231337966
C034,24,60.253637406065096
C035,1,49.13783907583941
C035,2,50.68630005588387
C035,3,51.57161139667215
C035,4,52.304917840626736
C035,5,51.220876554613014
C035,6,49.37667689679472
C035,7,52.45474966989553
C035,8,52.90846740310044
C035,9,53.24318688222625
C035,10,52.30249668947939
C035,11,51.44302878156875
C035,12,53.02910118526705
C035,13,53.671414602820164
C035,14,54.5112106186026
C035,15,53.118437946753964
C035,16,53.9531700134778
C035,17,55.83688190198153
C035,18,55.592025468425206
C035,19,56.29961899361901
C035,20,55.23831598517896
C035,21,55.39717889483685
C035,22,55.22117362744866
C035,23,55.569708328772805
C035,24,58.16209226289318
C036,1,47.880843001018
C036,2,49.21197521693488
C036,3,51.859012629241484
C036,4,49.51770570412282
C036,5,49.70430150579897
C036,6,48.44247328290953
C036,7,51.95901973389215
C036,8,51.21825542925992
C036,9,50.21529973780561
C036,10,52.23199972090711
C036,11,51.29711484310142
C036,12,51.03710756530336
C036,13,51.18084448781012
C036,14,50.849497500533126
C036,15,50.71314371407715
C036,16,52.18178230068415
C036,17,51.804701026689585
C036,18,53.92752108841421
C036,19,54.15749529513199
C036,20,52.3618432282433
C036,21,54.81249782577787
C036,22,56.489156698117014
C036,23,57.30209144500158
C036,24,58.00606773752065
C037,1,41.68025826925189
C037,2,41.634014036960984
C037,3,43.73298224572044
C037,4,42.41879003768076
C037,5,43.36967371033505
C037,6,42.3573484948057
C037,7,43.606930970501885
C037,8,44.308024280586686
C037,9,42.24717443373571
C037,10,42.58836405412338
C037,11,43.25996287688208
C037,12,44.594140927481675
C037,13,43.325986547867316
C037,14,42.87750036530766
C037,15,42.36078858047733
C037,16,45.10262736433644
C037,17,44.08890741509548
C037,18,43.16506440738854
C037,19,43.35005716032269
C037,20,44.25541467648601
C037,21,44.24496852410334
C037,22,46.72147788748536
C037,23,45.88173889886343
C037,24,43.584788944839374
C038,1,41.09178386840024
C038,2,40.536792380974816
C038,3,40.4455349757441
C038,4,42.68423565164725
C038,5,44.193850187385884
C038,6,43.74170674030406
C038,7,42.9708605243023
C038,8,44.19565857571026
C038,9,44.38408493722694
C038,10,43.50784683089075
C038,11,43.72890709631367
C038,12,43.57601460624361
C038,13,44.60545442777252
C038,14,45.21911606535245
C038,15,45.09419447487932
C038,16,42.96774738015447
C038,17,45.70394617242742
C038,18,40.74147116431766
C038,19,45.85858635823685
C038,20,45.4154767968651
C038,21,45.06653697272452
C038,22,46.61511916562832
C038,23,44.15447808080951
C038,24,45.82674853243218
C039,1,67.84535052527914
C039,2,66.87354390932988
C039,3,68.09681197860391
C039,4,68.77942189030864
C039,5,67.00297576182184
C039,6,68.04810269030997
C039,7,67.87067665757985
C039,8,66.87746592832218
C039,9,69.53708894788211
C039,10,68.06206755482197
C039,11,66.60718614954067
C039,12,68.15014354605195
C039,13,68.38144234435892
C039,14,68.91446855649825
C039,15,70.71300555335469
C039,16,69.2380763490114
C039,17,69.70183333131148
C039,18,67.14781753860983
C039,19,68.47603163646815
C039,20,71.30267536183767
C039,21,69.18400765981237
C039,22,71.98629318794138
C039,23,69.64147783622809
C039,24,70.37544174729014
C040,1,54.76590226884903
C040,2,55.10296120563013
C040,3,55.74361584682786
C040,4,56.55758847425275
C040,5,57.87889206041132
C040,6,57.839290358673786
C040,7,57.85674908734994
C040,8,55.54642353539251
C040,9,55.65240243990244
C040,10,57.980855381679554
C040,11,56.81223542074227
C040,12,56.567107093176574
C040,13,54.90983970173051
C040,14,57.91841787840633
C040,15,58.60360034337123
C040,16,57.639846736689016
C040,17,57.72222148696861
C040,18,58.69320315904074
C040,19,58.16985848261748
C040,20,54.438310511519
C040,21,59.757381095459735
C040,22,56.95338693062935
C040,23,60.045381475763236
C040,24,58.37932139240809
C041,1,60.386931538382754
C041,2,58.832484785786875
C041,3,60.791764050018365
C041,4,59.63589717515286
C041,5,58.41314021649547
C041,6,59.31941288961066
C041,7,59.66360193816671
C041,8,60.816967634004975
C041,9,60.91834292362885
C041,10,60.68011570247214
C041,11,61.22166709049038
C041,12,59.01029051825798
C041,13,62.713119508100306
C041,14,63.44574768548038
C041,15,64.87737078885611
C041,16,61.19752239330496
C041,17,62.86238524112113
C041,18,62.37899251013875
C041,19,63.637873397716156
C041,20,62.4524407119066
C041,21,62.859293932324775
C041,22,64.67712538764692
C041,23,64.41750381747475
C041,24,63.009923831315575
C042,1,49.37527547749681
C042,2,48.28101276261339
C042,3,49.23930939598179
C042,4,51.28741546632266
C042,5,52.43667410432254
C042,6,50.4257760818216
C042,7,50.34842516882219
C042,8,51.380930006275996
C042,9,52.501324736780646
C042,10,50.32670406006896
C042,11,52.75119160025339
C042,12,51.10533730835415
C042,13,51.492158759992485
C042,14,50.99832123362094
C042,15,52.71596792781577
C042,16,50.19663716621995
C042,17,50.283489752038605
C042,18,51.7466654639831
C042,19,49.77595455889068
C042,20,53.07712343554508
C042,21,51.05821433325251
C042,22,52.982328823969205
C042,23,53.05717023656628
C042,24,53.06625588033029
C043,1,41.538072354800214
C043,2,44.70227307542255
C043,3,42.61445074939367
C043,4,42.41825457666383
C043,5,41.884794890660295
C043,6,42.217713414058316
C043,7,40.70619760877485
C043,8,43.176486958928585
C043,9,43.50149617421182
C043,10,44.811860116675625
C043,11,43.61755667790062
C043,12,44.957823750437704
C043,13,43.77317421478271
C043,14,43.264133991388334
C043,15,43.83601002095718
C043,16,46.21462283408292
C043,17,45.80903047789979
C043,18,44.65864827079863
C043,19,45.633650017211686
C043,20,44.86171461998016
C043,21,44.31646353012989
C043,22,46.68484870095432
C043,23,45.78398642076539
C043,24,43.90013722332642
C044,1,46.248472161527104
C044,2,46.35519518975756
C044,3,44.266790134456016
C044,4,44.97250539677429
C044,5,46.55851642542041
C044,6,47.348664644369144
C044,7,45.67484672052615
C044,8,45.04687640811671
C044,9,47.74534069957979
C044,10,47.52563321042523
C044,11,45.74353447618311
C044,12,49.51800618062764
C044,13,48.10931710489314
C044,14,47.05688459672492
C044,15,47.674278617558215
C044,16,48.84489580869795
C044,17,48.14348032941207
C044,18,47.99586197154492
C044,19,52.533332612981646
C044,20,53.854713059141034
